GENDER,AGE,EMPLOYMENT,STATE,REGION,EDUCATION,QA_M1,QA_M2,QA_M3,QA_M4,QA_M5,QA_M6,QA_M7,QA_M8,QB,QC,QD,Q1,Q2,Q3,Q4,Q5_M1,Q5_M2,Q5_M3,Q5_M4,Q5_M5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14_M1,Q14_M2,Q14_M3,Q14_M4,Q14_M5,Q15,QE,QF,QG,QH,QI,QJ
Male,40,"	Work full-time ",Wisconsin,Midwest,"	Graduate or post-graduate work",Ensure that the data architecture will scale appropriately,Create data pipelines,"Develop, maintain, and optimize data systems to make data available for analysis",,,,,,Data Management Lead,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We are confident they won’t break,All the time,89,78,Fast pace of requests from stakeholders,Focusing too much on maintaining data pipelines and/or manual processes,Focusing too much time on finding and fixing errors,,,Agree strongly,All the time,All the time,Very likely,"Yes, multiple times",Very difficult,Very effectively,Very important,,,,,,Agree strongly,17,17,17,2500,$500 Million to under $1 Billion,Information technology (IT) / software
Male,38,"	Work full-time ",Kentucky,South,"	Bachelor’s degree",Maintain the distributed systems that execute data pipelines,"Develop, maintain, and optimize data systems to make data available for analysis",Create data pipelines,Maintain data in ready-to-use formats,,,,,Data Engineer,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We are confident they won’t break,Rarely,1,1,I have never felt burnt out from my job,,,,,Disagree somewhat,Never,Never,Not at all likely,"No, never",Not at all difficult,Very effectively,Very important,,,,,,Disagree strongly,2,2,2,19,$50 Million to under $100 Million,Entertainment
Male,48,"	Work full-time ",California,West,"	Associate degree",Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,"Develop, maintain, and optimize data systems to make data available for analysis",Write tests to ensure that bad data is detected and acted upon in production,,,,,,Data Engineer,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We are confident they won’t break,Rarely,30,45,Focusing too much time on finding and fixing errors,Lack of feedback on the products delivered,Unreasonable requests from stakeholders,Focusing too much on maintaining data pipelines and/or manual processes,,Disagree somewhat,Sometimes,Often,Not very likely,"Yes, once",Not very difficult,Somewhat effectively,Very important,,,,,,Agree strongly,7,5,24,1200,$50 Million to under $100 Million,Manufacturing
Male,41,"	Work full-time ",California,West,"	Graduate or post-graduate work",Put analytics into production,Maintain the distributed systems that execute data pipelines,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,,,,,,Data Management Lead,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,All the time,60,70,Focusing too much on maintaining data pipelines and/or manual processes,Lack of feedback on the products delivered,Fast pace of requests from stakeholders,,,Agree strongly,Often,All the time,Very likely,"Yes, multiple times",Very difficult,Very effectively,Very important,,,,,,Agree strongly,12,10,10,750,$50 Million to under $100 Million,Construction
Male,43,"	Work full-time ",Ohio,Midwest,"	Graduate or post-graduate work",Put analytics into production,Create data pipelines,Write and test code,Maintain the distributed systems that execute data pipelines,Ensure that the data architecture will scale appropriately,Maintain data in ready-to-use formats,,,Data & Analytics Lead,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We are confident they won’t break,All the time,60,50,Fast pace of requests from stakeholders,Focusing too much on maintaining data pipelines and/or manual processes,Constantly playing catch up with stakeholder requests,,,Agree strongly,All the time,All the time,Very likely,"Yes, multiple times",Not very difficult,Very effectively,Essential,,,,,,Agree strongly,7,5,20,999,$100 Million to under $250 Million,Manufacturing
Male,44,"	Work full-time ",Florida,South,"	Bachelor’s degree",Write tests to ensure that bad data is detected and acted upon in production,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Maintain the distributed systems that execute data pipelines,,,,,,Big Data Engineer,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We are confident they won’t break,All the time,12,10,Lack of feedback on the products delivered,Focusing too much time on finding and fixing errors,Constantly playing catch up with stakeholder requests,,,Agree strongly,All the time,All the time,Very likely,"Yes, multiple times",Very difficult,Very effectively,Very important,,,,,,Agree strongly,12,10,30,900,$10 Million to under $25 Million,Information technology (IT) / software
Male,37,"	Work full-time ",Georgia,South,"	Associate degree",Maintain the distributed systems that execute data pipelines,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Put analytics into production,,,,,,Data & Analytics Lead,Yes,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Sometimes,40,30,Focusing too much on maintaining data pipelines and/or manual processes,Focusing too much time on finding and fixing errors,,,,Agree somewhat,Sometimes,Sometimes,Somewhat likely,"No, never",Not very difficult,Somewhat effectively,Very important,Lack of the right skills among employees,,,,,Agree somewhat,10,10,15,1000,$10 Million to under $25 Million,Banking
Male,37,"	Work full-time ",Minnesota,Midwest,"	Graduate or post-graduate work","Develop, maintain, and optimize data systems to make data available for analysis",Maintain the distributed systems that execute data pipelines,Put analytics into production,Write and test code,,,,,Data Management Lead,Yes,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,60,40,Focusing too much time on finding and fixing errors,Constantly playing catch up with stakeholder requests,Lack of feedback on the products delivered,,,Agree somewhat,All the time,Often,Somewhat likely,"Yes, multiple times",Somewhat difficult,Very effectively,Very important,Lack of knowledge around what DataOps is,Lack of buy-in from company leadership or other stakeholders,Lack of the right skills among employees,,,Agree somewhat,12,12,12,1200,$100 Million to under $250 Million,Manufacturing
Male,41,"	Work full-time ",California,West,"	Graduate or post-graduate work",Create data pipelines,Write and test code,Put analytics into production,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Ensure that the data architecture will scale appropriately,Maintain data in ready-to-use formats,"Develop, maintain, and optimize data systems to make data available for analysis",,Data Management Lead,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We are confident they won’t break,All the time,100,100,I have never felt burnt out from my job,,,,,Agree strongly,All the time,Sometimes,Very likely,"Yes, multiple times",Very difficult,Very effectively,Very important,,,,,,Agree strongly,8,10,15,500,$250 Million to under $500 Million,Information technology (IT) / software
Male,38,"	Work full-time ",Florida,South,"	Bachelor’s degree",Maintain data in ready-to-use formats,Ensure that the data architecture will scale appropriately,Create data pipelines,Maintain the distributed systems that execute data pipelines,Write and test code,Put analytics into production,,,Data & Analytics Lead,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,All the time,5,5,Focusing too much time on finding and fixing errors,Focusing too much on maintaining data pipelines and/or manual processes,Fast pace of requests from stakeholders,,,Agree strongly,All the time,All the time,Very likely,"Yes, multiple times",Not very difficult,Very effectively,Essential,,,,,,Agree strongly,5,6,10,900,$500 Million to under $1 Billion,Information technology (IT) / software
Male,31,"	Work full-time ",Tennessee,South,"	Associate degree",Ensure that the data architecture will scale appropriately,"Develop, maintain, and optimize data systems to make data available for analysis",Maintain the distributed systems that execute data pipelines,,,,,,Data Engineer,Yes,We have partially implemented DataOps into our company’s data processes,We are confident they won’t break,Often,30,40,I have never felt burnt out from my job,,,,,Agree strongly,Sometimes,Sometimes,Somewhat likely,"No, never",We do not have formal data governance policies in place,Somewhat effectively,Somewhat important,Lack of buy-in from company leadership or other stakeholders,Lack of knowledge around what DataOps is,,,,Agree somewhat,5,3,100 years or more,1000,$250 Million to under $500 Million,Manufacturing
Male,41,"	Work full-time ",Michigan,Midwest,"	Graduate or post-graduate work","Develop, maintain, and optimize data systems to make data available for analysis",Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Maintain the distributed systems that execute data pipelines,,,,,,Data Management Lead,No,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,All the time,5,50,Lack of feedback on the products delivered,Focusing too much time on finding and fixing errors,,,,Agree strongly,All the time,All the time,Very likely,"Yes, multiple times",Very difficult,Somewhat effectively,Essential,,,,,,Agree somewhat,10,10,10,500,Less than $10 Million,Information technology (IT) / software
Male,41,"	Work full-time ",Texas,South,"	Graduate or post-graduate work",Put analytics into production,Maintain the distributed systems that execute data pipelines,Maintain data in ready-to-use formats,Create data pipelines,Ensure that the data architecture will scale appropriately,Write and test code,,,Data & Analytics Lead,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,All the time,5,5,Focusing too much on maintaining data pipelines and/or manual processes,Fast pace of requests from stakeholders,Focusing too much time on finding and fixing errors,,,Agree strongly,All the time,All the time,Very likely,"Yes, multiple times",Very difficult,Very effectively,Very important,,,,,,Agree strongly,5,4,4,500,$10 Million to under $25 Million,Information technology (IT) / software
Male,36,"	Work full-time ",Arizona,West,"	Graduate or post-graduate work",Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,"Develop, maintain, and optimize data systems to make data available for analysis",Ensure that the data architecture will scale appropriately,,,,,,Data & Analytics Lead,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We are confident they won’t break,Often,60,65,Constantly playing catch up with stakeholder requests,Focusing too much on maintaining data pipelines and/or manual processes,Fast pace of requests from stakeholders,,,Agree somewhat,Often,Often,Very likely,"Yes, multiple times",Not very difficult,Very effectively,Very important,,,,,,Agree strongly,6,4,12,49,$50 Million to under $100 Million,Information technology (IT) / software
Male,43,"	Work full-time ",California,West,"	Graduate or post-graduate work",Put analytics into production,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,"Develop, maintain, and optimize data systems to make data available for analysis",Maintain data in ready-to-use formats,Maintain the distributed systems that execute data pipelines,,,,Data & Analytics Lead,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We are confident they won’t break,All the time,65,65,Focusing too much time on finding and fixing errors,Fast pace of requests from stakeholders,Constantly playing catch up with stakeholder requests,Focusing too much on maintaining data pipelines and/or manual processes,,Agree strongly,Often,Often,Somewhat likely,"Yes, once",Somewhat difficult,Very effectively,Essential,,,,,,Agree strongly,5,3,20,500,$500 Million to under $1 Billion,Banking
Male,35,"	Work full-time ",Alabama,South,"	Graduate or post-graduate work",Ensure that the data architecture will scale appropriately,Put analytics into production,Maintain data in ready-to-use formats,"Develop, maintain, and optimize data systems to make data available for analysis",,,,,Data & Analytics Lead,Yes,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,70,70,Constantly playing catch up with stakeholder requests,Focusing too much time on finding and fixing errors,,,,Agree somewhat,Sometimes,Sometimes,Not very likely,"No, never",Not very difficult,Somewhat effectively,Very important,Scale of incorporating DataOps is too large,Too busy to make it a priority,,,,Agree somewhat,6,8,15,999,$50 Million to under $100 Million,Information technology (IT) / software
Male,35,"	Work full-time ",Arizona,West,"	Graduate or post-graduate work",Maintain data in ready-to-use formats,"Develop, maintain, and optimize data systems to make data available for analysis",Maintain the distributed systems that execute data pipelines,,,,,,Data Management Lead,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We are confident they won’t break,Often,70,70,Fast pace of requests from stakeholders,Lack of feedback on the products delivered,Focusing too much time on finding and fixing errors,,,Agree strongly,Often,Often,Very likely,"Yes, multiple times",Very difficult,Very effectively,Very important,,,,,,Agree strongly,12,13,65,9900,$50 Million to under $100 Million,Accounting
Male,44,"	Work full-time ",Kansas,Midwest,"	Graduate or post-graduate work",Write and test code,Create data pipelines,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Maintain the distributed systems that execute data pipelines,"Develop, maintain, and optimize data systems to make data available for analysis",Write tests to ensure that bad data is detected and acted upon in production,,,Data & Analytics Lead,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,60,55,Lack of feedback on the products delivered,Constantly playing catch up with stakeholder requests,Focusing too much on maintaining data pipelines and/or manual processes,,,Agree somewhat,Often,Often,Very likely,"Yes, once",Somewhat difficult,Somewhat effectively,Very important,,,,,,Agree strongly,13,10,22,990,$250 Million to under $500 Million,Information technology (IT) / software
Male,39,"	Work full-time ",Georgia,South,"	Graduate or post-graduate work",Maintain data in ready-to-use formats,Maintain the distributed systems that execute data pipelines,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,,,,,,Data Management Lead,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,All the time,40,20,Constantly playing catch up with stakeholder requests,Fast pace of requests from stakeholders,,,,Agree strongly,Often,All the time,Not at all likely,"Yes, multiple times",Very difficult,Very effectively,Essential,,,,,,Agree strongly,16,16,25,250,$250 Million to under $500 Million,Information technology (IT) / software
Male,50,"	Work full-time ",District of Columbia,South,"	Bachelor’s degree",Write and test code,Maintain data in ready-to-use formats,Create data pipelines,Write tests to ensure that bad data is detected and acted upon in production,,,,,Big Data Engineer,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,20,30,Unreasonable requests from stakeholders,Focusing too much on maintaining data pipelines and/or manual processes,Lack of feedback on the products delivered,,,Agree strongly,All the time,Sometimes,Somewhat likely,"Yes, multiple times",Very difficult,Somewhat effectively,Essential,,,,,,Agree somewhat,13,6,22,500,$25 Million to under $50 Million,Consulting
Male,43,"	Work full-time ",Michigan,Midwest,"	Graduate or post-graduate work",Write tests to ensure that bad data is detected and acted upon in production,"Develop, maintain, and optimize data systems to make data available for analysis",Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Create data pipelines,Maintain data in ready-to-use formats,Write and test code,,,Data & Analytics Lead,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,65,60,Fast pace of requests from stakeholders,Focusing too much on maintaining data pipelines and/or manual processes,Focusing too much time on finding and fixing errors,,,Agree somewhat,Often,Often,Very likely,"Yes, multiple times",Somewhat difficult,Very effectively,Very important,,,,,,Agree strongly,12,12,25,850,$250 Million to under $500 Million,Information technology (IT) / software
Male,43,"	Work full-time ",Michigan,Midwest,"	Graduate or post-graduate work","Develop, maintain, and optimize data systems to make data available for analysis",Write and test code,Maintain data in ready-to-use formats,Write tests to ensure that bad data is detected and acted upon in production,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,,,,Data Management Lead,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,All the time,70,40,Constantly playing catch up with stakeholder requests,Unreasonable requests from stakeholders,Focusing too much time on finding and fixing errors,Fast pace of requests from stakeholders,,Agree strongly,All the time,Often,Very likely,"Yes, multiple times",Not very difficult,Very effectively,Very important,,,,,,Agree strongly,13,25,25,999,$250 Million to under $500 Million,Information technology (IT) / software
Male,40,"	Work full-time ",California,West,"	Graduate or post-graduate work",Maintain data in ready-to-use formats,Create data pipelines,"Develop, maintain, and optimize data systems to make data available for analysis",Write and test code,,,,,Big Data Engineer,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We are confident they won’t break,All the time,55,45,Fast pace of requests from stakeholders,Lack of feedback on the products delivered,Constantly playing catch up with stakeholder requests,Focusing too much on maintaining data pipelines and/or manual processes,,Agree strongly,Often,Sometimes,Very likely,"Yes, once",Not at all difficult,Not very effectively,Essential,,,,,,Agree strongly,10,10,30,4000,$10 Million to under $25 Million,Banking
Female,46,"	Work full-time ",Pennsylvania,Northeast,"	Associate degree",Write and test code,"Develop, maintain, and optimize data systems to make data available for analysis",Put analytics into production,Maintain the distributed systems that execute data pipelines,,,,,Data Management Lead,No,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,All the time,30,20,Constantly playing catch up with stakeholder requests,Focusing too much time on finding and fixing errors,,,,Agree somewhat,All the time,Often,Somewhat likely,"Yes, once",Very difficult,Very effectively,Essential,Difficulty communicating or engaging with other departments within company,We haven't budgeted or don't have the budget for this,Organization isn’t sure how to implement this,Lack of buy-in from company leadership or other stakeholders,,Agree somewhat,20,8,32,2500,$100 Million to under $250 Million,Wholesale
Female,30,"	Work full-time ",Texas,South,"	Bachelor’s degree",Maintain data in ready-to-use formats,Ensure that the data architecture will scale appropriately,Write and test code,,,,,,Data Management Lead,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,All the time,50,50,Lack of feedback on the products delivered,Fast pace of requests from stakeholders,Constantly playing catch up with stakeholder requests,,,Agree strongly,All the time,All the time,Very likely,"Yes, multiple times",Very difficult,Very effectively,Very important,,,,,,Agree strongly,2,3,5,5,$1 Billion or more,Banking
Male,50,"	Work full-time ",North Carolina,South,"	Bachelor’s degree",Ensure that the data architecture will scale appropriately,Put analytics into production,Write tests to ensure that bad data is detected and acted upon in production,Maintain the distributed systems that execute data pipelines,,,,,ETL Developer,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We are confident they won’t break,Sometimes,40,30,Unreasonable requests from stakeholders,Focusing too much on maintaining data pipelines and/or manual processes,Focusing too much time on finding and fixing errors,,,Agree somewhat,All the time,Sometimes,Somewhat likely,"Yes, multiple times",Very difficult,Somewhat effectively,Essential,,,,,,Agree somewhat,22,9,27,250,$10 Million to under $25 Million,Hospitality / restaurant / service industry
Male,33,"	Work full-time ",Arizona,West,"	Graduate or post-graduate work",Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,"Develop, maintain, and optimize data systems to make data available for analysis",Ensure that the data architecture will scale appropriately,,,,,,Data & Analytics Lead,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We are confident they won’t break,Often,60,65,Fast pace of requests from stakeholders,Focusing too much on maintaining data pipelines and/or manual processes,,,,Agree somewhat,Often,Often,Very likely,"Yes, multiple times",Not very difficult,Very effectively,Very important,,,,,,Agree strongly,6,12,15,49,$50 Million to under $100 Million,Information technology (IT) / software
Male,43,"	Work full-time ",Illinois,Midwest,"	Associate degree",Maintain data in ready-to-use formats,Write and test code,Create data pipelines,"Develop, maintain, and optimize data systems to make data available for analysis",Maintain the distributed systems that execute data pipelines,,,,Solutions Architect,Yes,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Rarely,30,50,Focusing too much time on finding and fixing errors,Unreasonable requests from stakeholders,Focusing too much on maintaining data pipelines and/or manual processes,,,Disagree somewhat,Rarely,Sometimes,Not very likely,"No, never",Not very difficult,Not very effectively,Very important,Lack of buy-in from company leadership or other stakeholders,We haven't budgeted or don't have the budget for this,Lack of the right skills among employees,,,Agree strongly,15,5,18,40,Less than $10 Million,Retail
Male,36,"	Work full-time ",Connecticut,Northeast,"	Associate degree",Ensure that the data architecture will scale appropriately,Maintain the distributed systems that execute data pipelines,Write tests to ensure that bad data is detected and acted upon in production,Put analytics into production,,,,,Data Engineer,No,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,40,30,Constantly playing catch up with stakeholder requests,Focusing too much on maintaining data pipelines and/or manual processes,Fast pace of requests from stakeholders,,,Agree somewhat,All the time,Often,Somewhat likely,"No, never",Very difficult,Not very effectively,Very important,,,,,,Agree strongly,12,4,18,45,Less than $10 Million,Wholesale
Male,53,"	Work full-time ",Texas,South,"	Bachelor’s degree",Ensure that the data architecture will scale appropriately,Maintain data in ready-to-use formats,"Develop, maintain, and optimize data systems to make data available for analysis",,,,,,Data & Analytics Lead,No,We have mostly or fully implemented DataOps into our company’s data processes,We are confident they won’t break,All the time,30,50,Lack of feedback on the products delivered,Constantly playing catch up with stakeholder requests,Unreasonable requests from stakeholders,,,Agree strongly,Often,All the time,Somewhat likely,"Yes, multiple times",Very difficult,Somewhat effectively,Essential,,,,,,Agree somewhat,22,12,24,1300,$50 Million to under $100 Million,Automotive
Male,40,"	Work full-time ",West Virginia,South,"	Graduate or post-graduate work",Maintain the distributed systems that execute data pipelines,Maintain data in ready-to-use formats,Write and test code,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Create data pipelines,"Develop, maintain, and optimize data systems to make data available for analysis",,,Data Management Lead,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,All the time,8,7,Focusing too much on maintaining data pipelines and/or manual processes,Lack of feedback on the products delivered,Focusing too much time on finding and fixing errors,Constantly playing catch up with stakeholder requests,,Agree strongly,All the time,Often,Very likely,"Yes, multiple times",Very difficult,Very effectively,Very important,,,,,,Agree strongly,9,15,15,145,$25 Million to under $50 Million,Manufacturing
Male,40,"	Work full-time ",Louisiana,South,"	Graduate or post-graduate work",Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Create data pipelines,Maintain data in ready-to-use formats,Write and test code,,,,,Data Management Lead,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We are confident they won’t break,All the time,85,95,Focusing too much time on finding and fixing errors,Fast pace of requests from stakeholders,Lack of feedback on the products delivered,,,Agree strongly,All the time,All the time,Very likely,"Yes, multiple times",Not very difficult,Very effectively,Very important,,,,,,Agree strongly,8,10,15,500,$100 Million to under $250 Million,Information technology (IT) / software
Female,42,"	Work full-time ",Delaware,South,"	Bachelor’s degree",Write and test code,Put analytics into production,Maintain the distributed systems that execute data pipelines,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,"Develop, maintain, and optimize data systems to make data available for analysis",Maintain data in ready-to-use formats,,,Data Architect,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Sometimes,50,40,Focusing too much on maintaining data pipelines and/or manual processes,Focusing too much time on finding and fixing errors,,,,Agree strongly,All the time,Often,Somewhat likely,"Yes, multiple times",Very difficult,Somewhat effectively,Very important,,,,,,Agree strongly,12,4,21,5500,$250 Million to under $500 Million,Accounting
Male,41,"	Work full-time ",Wisconsin,Midwest,"	Graduate or post-graduate work","Develop, maintain, and optimize data systems to make data available for analysis",Maintain data in ready-to-use formats,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Ensure that the data architecture will scale appropriately,,,,,Data Engineer,Yes,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Sometimes,25,20,Unreasonable requests from stakeholders,Constantly playing catch up with stakeholder requests,Focusing too much time on finding and fixing errors,,,Agree somewhat,Rarely,Sometimes,Somewhat likely,"Yes, multiple times",Somewhat difficult,Somewhat effectively,Very important,Lack of the right skills among employees,Scale of incorporating DataOps is too large,Lack of buy-in from company leadership or other stakeholders,,,Agree somewhat,9,6,15,3000,$50 Million to under $100 Million,Information technology (IT) / software
Female,41,"	Work full-time ",Oregon,West,"	Bachelor’s degree",Maintain data in ready-to-use formats,Put analytics into production,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Maintain the distributed systems that execute data pipelines,Create data pipelines,Write and test code,,,Data Management Lead,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Sometimes,40,20,Constantly playing catch up with stakeholder requests,Lack of feedback on the products delivered,Unreasonable requests from stakeholders,Focusing too much time on finding and fixing errors,,Agree somewhat,All the time,Often,Very likely,"Yes, once",Very difficult,Somewhat effectively,Very important,,,,,,Agree strongly,14,2,17,120,$10 Million to under $25 Million,Retail
Male,36,"	Work full-time ",Arizona,West,"	Graduate or post-graduate work","Develop, maintain, and optimize data systems to make data available for analysis",Write and test code,Ensure that the data architecture will scale appropriately,,,,,,Data Management Lead,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,All the time,95,96,Lack of feedback on the products delivered,Focusing too much time on finding and fixing errors,Fast pace of requests from stakeholders,,,Agree strongly,All the time,All the time,Very likely,"Yes, multiple times",Somewhat difficult,Very effectively,Essential,,,,,,Agree strongly,7,6,6,800,$100 Million to under $250 Million,Banking
Male,39,"	Work full-time ",Missouri,Midwest,"	Graduate or post-graduate work",Maintain the distributed systems that execute data pipelines,Write tests to ensure that bad data is detected and acted upon in production,Maintain data in ready-to-use formats,"Develop, maintain, and optimize data systems to make data available for analysis",,,,,Big Data Engineer,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We are confident they won’t break,Often,20,15,Focusing too much on maintaining data pipelines and/or manual processes,Focusing too much time on finding and fixing errors,,,,Agree strongly,Rarely,Never,Somewhat likely,"No, never",Not at all difficult,Very effectively,Very important,,,,,,Agree strongly,7,7,10,1000,$50 Million to under $100 Million,Information technology (IT) / software
Male,48,"	Work full-time ",New Jersey,Northeast,"	Graduate or post-graduate work",Ensure that the data architecture will scale appropriately,"Develop, maintain, and optimize data systems to make data available for analysis",Write tests to ensure that bad data is detected and acted upon in production,Maintain data in ready-to-use formats,Maintain the distributed systems that execute data pipelines,,,,Big Data Engineer,No,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Sometimes,50,10,Unreasonable requests from stakeholders,Focusing too much on maintaining data pipelines and/or manual processes,,,,Disagree somewhat,Rarely,Sometimes,Not very likely,"No, never",Not very difficult,Somewhat effectively,Somewhat important,Difficulty communicating or engaging with other departments within company,Lack of knowledge around what DataOps is,Lack of buy-in from company leadership or other stakeholders,,,Agree somewhat,16,8,30,800,$25 Million to under $50 Million,Education
Male,31,"	Work full-time ",Michigan,Midwest,"	Bachelor’s degree",Put analytics into production,Create data pipelines,Write and test code,Maintain data in ready-to-use formats,"Develop, maintain, and optimize data systems to make data available for analysis",,,,Data Architect,Yes,"We have not implemented DataOps into our processes, but have plans to",We are confident they won’t break,Rarely,30,40,Focusing too much on maintaining data pipelines and/or manual processes,Focusing too much time on finding and fixing errors,Lack of feedback on the products delivered,,,Disagree strongly,Rarely,Never,Not at all likely,"No, never",Not very difficult,Very effectively,Very important,Organization isn’t sure how to implement this,Scale of incorporating DataOps is too large,Difficulty communicating or engaging with other departments within company,,,Agree somewhat,6,2,23,3800,$250 Million to under $500 Million,Construction
Male,40,"	Work full-time ",Minnesota,Midwest,"	Bachelor’s degree","Develop, maintain, and optimize data systems to make data available for analysis",Write tests to ensure that bad data is detected and acted upon in production,Create data pipelines,Put analytics into production,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,,,,Data Management Lead,Yes,We have partially implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,All the time,30,10,Focusing too much on maintaining data pipelines and/or manual processes,Lack of feedback on the products delivered,,,,Agree strongly,Often,All the time,Somewhat likely,"Yes, multiple times",Very difficult,Somewhat effectively,Essential,Scale of incorporating DataOps is too large,Lack of the right skills among employees,Lack of buy-in from company leadership or other stakeholders,We haven't budgeted or don't have the budget for this,,Agree somewhat,15,4,29,10000,$500 Million to under $1 Billion,Automotive
Male,29,"	Work full-time ",Washington,West,"	Associate degree",Maintain data in ready-to-use formats,Write and test code,"Develop, maintain, and optimize data systems to make data available for analysis",Write tests to ensure that bad data is detected and acted upon in production,Create data pipelines,,,,Enterprise Analytics Lead,No,We have partially implemented DataOps into our company’s data processes,We are confident they won’t break,Sometimes,50,30,Focusing too much time on finding and fixing errors,Constantly playing catch up with stakeholder requests,,,,Agree strongly,Often,All the time,Very likely,"Yes, once",Very difficult,Not very effectively,Essential,Lack of buy-in from company leadership or other stakeholders,Difficulty communicating or engaging with other departments within company,Lack of knowledge around what DataOps is,Scale of incorporating DataOps is too large,,Agree somewhat,5,3,41,1250,$50 Million to under $100 Million,Automotive
Male,54,"	Work full-time ",Tennessee,South,"	Graduate or post-graduate work",Maintain the distributed systems that execute data pipelines,Manage continuous integration and continuous delivery/deployment (CI/CD) of new data products,Write tests to ensure that bad data is detected and acted upon in production,Maintain data in ready-to-use formats,Write and test code,,,,Big Data Engineer,Yes,We have mostly or fully implemented DataOps into our company’s data processes,We frequently hope and pray that things don’t break,Often,30,20,Lack of feedback on the products delivered,Focusing too much on maintaining data pipelines and/or manual processes,,,,Agree somewhat,Often,All the time,Very likely,"Yes, once",Very difficult,Somewhat effectively,Essential,,,,,,Agree somewhat,18,8,20,4800,$250 Million to under $500 Million,Manufacturing
